MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR0360,West,Commercial,12/10/2025,3318.5,107.06,98,Active,9.79
MTR0361,East,Industrial,11/27/2025,3833.64,259.37,103,Active,8.09
MTR0362,East,Commercial,6/3/2025,1361.98,95.33,27,Faulty,9.46
MTR0363,East,Industrial,8/23/2025,153.68,3.79,128,Active,8.34
MTR0364,West,Industrial,6/11/2025,456.75,27.8,169,Faulty,7.14
MTR0365,East,Commercial,2/7/2025,4840.91,384.59,47,Faulty,4.34
MTR0366,West,Industrial,1/5/2025,1512.45,83.03,39,Active,7.67
MTR0367,East,Commercial,8/23/2025,3857.65,42.78,96,Active,7.36
MTR0368,Central,Industrial,11/15/2025,3142.08,33.98,113,Active,7.22
MTR0369,East,Residential,10/16/2025,1940.6,81.76,131,Faulty,6.43
MTR0370,West,Commercial,2/21/2025,1068.15,99.72,165,Active,6.7
MTR0371,South,Industrial,2/7/2025,650.86,19.9,154,Faulty,5.34
MTR0372,East,Industrial,10/3/2025,3094.31,207.61,136,Active,6.64
MTR0373,South,Residential,4/20/2025,3884.44,116.48,110,Faulty,4.38
MTR0374,Central,Commercial,9/17/2025,3237.33,126.09,143,Active,8.64
MTR0375,North,Industrial,5/16/2025,2675,230.92,75,Active,4.3
MTR0376,Central,Residential,3/9/2025,257.66,19.48,30,Faulty,3.59
MTR0377,East,Industrial,6/28/2025,4844.02,90.03,118,Active,6.05
MTR0378,South,Commercial,2/5/2025,4003.64,194.51,141,Active,7.61
MTR0379,South,Industrial,5/6/2025,1499.47,18.93,24,Active,6.06
MTR0380,West,Industrial,7/9/2025,4900.85,261.12,33,Active,4.94
MTR0381,South,Industrial,5/26/2025,3029.31,210.9,66,Active,6.91
MTR0382,West,Industrial,3/22/2025,2932.99,60.61,151,Active,5.43
MTR0383,North,Residential,8/13/2025,3752.96,135.11,117,Active,9.53
MTR0384,East,Residential,10/6/2025,4068.26,186.35,72,Faulty,9.46
MTR0385,West,Commercial,12/27/2025,3299.57,306.06,25,Faulty,6.52
MTR0386,North,Residential,6/4/2025,684.07,67.99,147,Active,5.3
MTR0387,South,Residential,11/10/2025,1724.42,24.21,103,Active,8.16
MTR0388,South,Commercial,12/1/2025,4644.01,364.51,9,Active,3.26
MTR0389,North,Residential,9/28/2025,1161.85,50.49,66,Faulty,6.32
MTR0390,South,Residential,1/5/2025,1892.23,85.76,151,Faulty,5.35
MTR0391,North,Commercial,12/8/2025,2188.78,170.47,4,Active,9.44
MTR0392,West,Commercial,10/11/2025,2225.05,206.17,26,Faulty,3.08
MTR0393,West,Commercial,6/3/2025,3084.05,294.78,112,Active,6.87
MTR0394,North,Industrial,12/6/2025,4718.23,292.25,14,Active,8.18
MTR0395,West,Industrial,2/23/2025,1241.43,52.31,162,Active,6.4
MTR0396,West,Commercial,3/10/2025,651.43,52.69,104,Active,3.6
MTR0397,West,Commercial,5/16/2025,1027.48,33.49,180,Faulty,9.81
MTR0398,Central,Commercial,3/1/2025,4440.28,269.82,43,Faulty,6.63
MTR0399,East,Industrial,2/24/2025,3246.76,137.25,25,Active,7.3
MTR0400,South,Industrial,10/11/2025,1465.24,101.24,174,Faulty,4.66
MTR0401,Central,Residential,3/21/2025,4088.94,129.36,161,Faulty,6.38
MTR0402,West,Residential,5/20/2025,4313.78,117.52,94,Active,6
MTR0403,North,Commercial,5/25/2025,4240.25,392.82,177,Faulty,3.52
MTR0404,West,Industrial,11/6/2025,4598.69,88.12,83,Active,3.74
MTR0405,East,Industrial,4/18/2025,1298.59,72.12,139,Active,8.86
MTR0406,West,Industrial,6/25/2025,3787.46,113.16,131,Active,4.68
MTR0407,North,Commercial,4/15/2025,2329.67,31.46,86,Active,4.36
MTR0408,East,Residential,12/18/2025,4217.89,55.85,175,Faulty,6.53
MTR0409,West,Commercial,11/21/2025,3656.03,94.22,111,Active,8.38
MTR0410,East,Residential,5/16/2025,3893.41,342.66,128,Faulty,3.43
MTR0411,South,Residential,9/16/2025,3298,116.83,88,Active,7.04
MTR0412,South,Commercial,9/8/2025,928.27,88.69,65,Active,3.83
MTR0413,West,Residential,5/9/2025,2747.88,171.32,157,Faulty,3.26
MTR0414,East,Residential,1/27/2025,4924.12,242.74,130,Active,3.37
MTR0415,North,Industrial,2/17/2025,4690.07,291.76,121,Faulty,8.84
MTR0416,West,Residential,11/21/2025,263.71,14.9,148,Faulty,3.83
MTR0417,South,Commercial,8/5/2025,865.83,67.79,83,Active,3.32
MTR0418,South,Commercial,5/22/2025,702.06,24.87,176,Active,6.07
MTR0419,West,Residential,1/23/2025,3643.6,152.21,115,Active,8.91
MTR0420,East,Industrial,1/2/2025,4098.04,370.74,115,Active,4.84
MTR0421,South,Industrial,6/20/2025,1106.88,105.35,37,Active,5.95
MTR0422,East,Residential,3/8/2025,2553.97,230.7,142,Active,3.28
MTR0423,South,Residential,11/23/2025,4211.48,201.1,109,Faulty,6.14
MTR0424,South,Commercial,5/15/2025,3677.37,295.05,179,Faulty,7.04
MTR0425,Central,Residential,3/24/2025,2734.07,144.55,45,Active,7
MTR0426,South,Industrial,8/15/2025,2972.22,162.81,24,Faulty,5.33
MTR0427,North,Residential,10/10/2025,2566.38,72.94,20,Faulty,5.21
MTR0428,West,Commercial,12/28/2025,1522.86,96.25,120,Active,3.75
MTR0429,West,Commercial,8/7/2025,2846.86,76.16,121,Active,5.57
MTR0430,East,Commercial,10/15/2025,3459.98,137.85,132,Faulty,3.7
MTR0431,South,Commercial,1/5/2025,4372.95,380.24,69,Active,8.37
MTR0432,North,Commercial,2/27/2025,3199.64,91.63,112,Faulty,9.76
MTR0433,East,Residential,2/8/2025,3817.55,62.62,106,Active,9.79
MTR0434,Central,Residential,12/20/2025,842.35,13.66,111,Faulty,9.06
MTR0435,East,Residential,3/18/2025,2334.71,221.03,107,Faulty,7.21
MTR0436,East,Residential,10/7/2025,96.19,5.35,46,Faulty,7.91
MTR0437,South,Commercial,1/19/2025,1271.06,59.55,90,Faulty,5
MTR0438,Central,Industrial,7/9/2025,3645.99,302.54,17,Active,7.42
MTR0439,East,Residential,10/26/2025,4959.46,422.67,148,Active,6.19
MTR0440,North,Industrial,10/10/2025,540.93,21.58,103,Faulty,6.37
MTR0441,North,Residential,3/17/2025,2037.4,147.56,150,Faulty,8.3
MTR0442,West,Residential,8/9/2025,4010.35,318.43,39,Active,4.97
MTR0443,Central,Industrial,3/7/2025,1059.98,73.05,137,Active,5.23
MTR0444,Central,Commercial,1/22/2025,2797.67,66.15,88,Faulty,9.47
MTR0445,West,Residential,6/7/2025,3678.7,326.78,179,Faulty,3.39
MTR0446,East,Residential,7/6/2025,3099.13,181.36,60,Faulty,6.4
MTR0447,Central,Residential,1/21/2025,980.72,34.74,4,Faulty,9.39
MTR0448,North,Industrial,7/3/2025,1809.15,87.33,121,Faulty,7.27
MTR0449,North,Commercial,4/18/2025,3929.77,52.59,180,Active,6.82
MTR0450,South,Industrial,12/16/2025,2793.42,60.08,54,Faulty,4.75
MTR0451,Central,Industrial,5/8/2025,75.89,5.99,36,Active,5.4
MTR0452,East,Commercial,12/8/2025,3816.9,38.17,55,Active,8.96
MTR0453,West,Industrial,2/22/2025,224.79,10.68,101,Active,6.91
MTR0454,West,Commercial,7/1/2025,3741.38,213.36,92,Faulty,6.6
MTR0455,East,Residential,10/14/2025,1052.28,15.7,72,Active,3.7
MTR0456,South,Commercial,7/28/2025,4792.46,467.63,58,Active,3.11
MTR0457,West,Residential,11/14/2025,1871.31,56.8,1,Active,9.75
MTR0458,Central,Industrial,3/21/2025,1668.31,62.36,103,Active,5.64
MTR0459,South,Industrial,5/2/2025,787,29.4,50,Faulty,7.22
MTR0460,Central,Residential,3/25/2025,1562.74,48.03,29,Faulty,3.56
MTR0461,North,Industrial,4/1/2025,4389.42,44.48,10,Active,7.78
MTR0462,South,Commercial,7/31/2025,4981.85,376.83,107,Active,9.53
MTR0463,West,Residential,1/13/2025,1873.13,181.72,75,Faulty,7.03
MTR0464,South,Industrial,4/2/2025,2270.62,68.54,166,Faulty,3.88
MTR0465,South,Residential,6/20/2025,3624.25,252.52,89,Faulty,7.07
MTR0466,South,Commercial,7/30/2025,4436.67,340.61,122,Active,8.36
MTR0467,South,Commercial,12/9/2025,2985.57,257.83,124,Faulty,5.84
MTR0468,Central,Industrial,5/8/2025,1988.05,95.5,121,Active,9.16
MTR0469,North,Commercial,5/17/2025,2092.48,77.97,93,Active,7.54
MTR0470,East,Residential,3/23/2025,3493.31,137.21,102,Faulty,9.29
MTR0471,South,Commercial,12/26/2025,65.93,4.89,161,Active,7.36
MTR0472,West,Residential,2/25/2025,3116.97,260.3,30,Faulty,3.92
MTR0473,South,Residential,7/15/2025,1809.69,47.68,51,Active,5.17
MTR0474,West,Commercial,1/20/2025,3981.28,172.73,88,Faulty,4.41
MTR0475,Central,Industrial,8/29/2025,510.3,46.53,75,Active,9.36
MTR0476,West,Commercial,4/24/2025,2961.6,244.64,128,Active,8.32
MTR0477,East,Residential,4/13/2025,2430.82,239.77,21,Faulty,7.73
MTR0478,North,Residential,8/24/2025,3229.51,251.52,39,Faulty,5.11
MTR0479,West,Commercial,6/29/2025,371.03,16.84,100,Faulty,4.29
MTR0480,West,Industrial,6/6/2025,2920.92,184.48,110,Faulty,8.3
MTR0481,North,Industrial,4/27/2025,2829.35,196.62,128,Active,6.32
MTR0482,East,Residential,4/25/2025,2825.27,48.2,64,Faulty,4.58
MTR0483,South,Residential,1/13/2025,3037.26,179.21,169,Faulty,7.32
MTR0484,West,Industrial,12/4/2025,3398.52,250.94,148,Active,3.28
MTR0485,North,Commercial,4/9/2025,4034.7,101.11,78,Faulty,5.28
MTR0486,Central,Residential,7/24/2025,1385.61,111.2,21,Faulty,6.28
MTR0487,North,Residential,6/18/2025,4133.99,258.54,165,Active,4.04
MTR0488,Central,Industrial,5/23/2025,2516.37,240.82,98,Faulty,9.89
MTR0489,East,Commercial,2/5/2025,431.44,5.96,7,Faulty,4.46
MTR0490,South,Industrial,5/23/2025,339.83,11.51,174,Faulty,3.91
MTR0491,North,Commercial,6/29/2025,1704.48,109.33,16,Faulty,4.42
MTR0492,West,Commercial,11/25/2025,3935.24,144.39,16,Faulty,8.38
MTR0493,East,Commercial,9/18/2025,3553.02,263.98,89,Faulty,5.98
MTR0494,North,Residential,7/24/2025,3953.64,309.61,140,Active,6.96
MTR0495,West,Industrial,12/14/2025,2610.48,50.19,144,Faulty,3.15
MTR0496,North,Industrial,10/2/2025,2228.99,125.37,165,Active,3.24
MTR0497,Central,Commercial,6/19/2025,779.89,43.52,80,Active,6.12
MTR0498,North,Residential,1/15/2025,1674.55,72.4,77,Active,8.72
MTR0499,North,Residential,3/1/2025,2198.4,206.57,172,Active,9.2
MTR0500,North,Industrial,5/14/2025,488.57,41.27,5,Faulty,3.61
MTR0501,East,Residential,4/2/2025,1142.03,83.08,162,Faulty,6.77
MTR0502,North,Residential,10/25/2025,3011.22,223.7,109,Faulty,9.39
MTR0503,West,Commercial,5/16/2025,3691.53,190.31,13,Active,5.72
MTR0504,Central,Residential,1/20/2025,4991.82,463.69,71,Faulty,8.81
MTR0505,Central,Commercial,2/25/2025,4668.91,338.56,142,Faulty,3.94
MTR0506,North,Industrial,11/2/2025,3230.7,244.27,53,Faulty,9.55
MTR0507,East,Residential,8/11/2025,2135.18,186.94,26,Active,8.26
MTR0508,East,Industrial,6/26/2025,3199.08,110.9,12,Active,9.59
MTR0509,West,Industrial,6/10/2025,3938.98,325.5,158,Faulty,7.74
MTR0510,North,Residential,8/12/2025,635.76,17.53,162,Active,5.54
MTR0511,Central,Residential,11/7/2025,2079.03,85.41,59,Active,9.57
MTR0512,East,Industrial,9/19/2025,4207.02,169.14,5,Faulty,4.93
MTR0513,North,Residential,3/1/2025,1949.97,191.23,57,Active,5.33
MTR0514,East,Commercial,7/17/2025,2880.77,250.88,48,Active,7.91
MTR0515,East,Commercial,10/23/2025,2959.46,216.35,150,Faulty,8.36
MTR0516,Central,Residential,4/8/2025,963.16,72.66,161,Active,9.51
MTR0517,South,Industrial,5/11/2025,1843.07,111.67,25,Active,4.43
MTR0518,West,Residential,1/23/2025,1705.83,162.46,46,Active,8.59
MTR0519,West,Residential,12/29/2025,179.67,9.82,4,Active,8.17
MTR0520,Central,Industrial,8/12/2025,169.75,7.51,19,Active,3.45
MTR0521,East,Industrial,1/1/2025,4166.9,102.81,133,Active,5.71
MTR0522,North,Commercial,9/24/2025,1401.7,113.2,58,Active,4.98
MTR0523,East,Industrial,10/3/2025,2614.49,198.96,145,Active,5.13
MTR0524,Central,Commercial,12/18/2025,1528.69,68.17,131,Faulty,9.88
MTR0525,West,Industrial,12/10/2025,4706.36,57.73,16,Faulty,7.5
MTR0526,East,Residential,4/11/2025,1333.52,114.03,13,Faulty,8.02
MTR0527,West,Commercial,7/6/2025,2176.8,24,12,Faulty,9.84
MTR0528,North,Commercial,8/9/2025,4370.01,320.47,134,Active,5.64
MTR0529,West,Commercial,2/5/2025,4217.57,410.47,127,Faulty,8.61
MTR0530,West,Residential,12/7/2025,971.2,47.97,43,Faulty,6.04
MTR0531,South,Residential,6/19/2025,4023.08,125.31,118,Active,9.09
MTR0532,South,Residential,11/16/2025,2318.03,170.23,142,Active,4.26
MTR0533,South,Residential,6/10/2025,2440.7,203.9,18,Active,9.63
MTR0534,West,Residential,12/6/2025,710.73,42.06,62,Active,4.53
MTR0535,Central,Commercial,3/5/2025,448.98,43.57,162,Active,5.28
MTR0536,West,Residential,6/3/2025,3653.3,53.52,80,Faulty,8.29
MTR0537,Central,Commercial,9/17/2025,2507.48,138.99,162,Active,5.76
MTR0538,Central,Residential,6/8/2025,2212.41,165.18,146,Faulty,7.26
MTR0539,South,Industrial,12/8/2025,3661.07,320.85,147,Faulty,6.11
MTR0540,East,Commercial,7/29/2025,3839.29,100.33,99,Active,8.2
MTR0541,North,Industrial,6/17/2025,836.6,68.6,162,Faulty,4.6
MTR0542,South,Commercial,7/26/2025,3070.61,183.45,159,Faulty,3.41
MTR0543,South,Industrial,12/23/2025,720,32.9,121,Active,5.1
MTR0544,East,Residential,6/1/2025,3769.31,82.38,175,Faulty,6.32
MTR0545,North,Residential,10/11/2025,3301.93,290.16,43,Faulty,4.18
MTR0546,West,Residential,3/7/2025,4785.24,115.59,103,Faulty,5.48
MTR0547,West,Commercial,4/9/2025,391.34,14.82,151,Active,5.8
MTR0548,South,Industrial,8/4/2025,332.42,12,60,Active,3.4
MTR0549,North,Residential,12/7/2025,1446.83,127.94,124,Active,7.08
MTR0550,South,Industrial,7/14/2025,1345.44,94.91,144,Faulty,9.19
MTR0551,Central,Industrial,12/13/2025,1272.55,103.97,70,Active,4.06
MTR0552,South,Residential,3/31/2025,4535.96,147.61,106,Faulty,7.18
MTR0553,South,Residential,11/12/2025,1285.25,85.13,49,Active,7.65
MTR0554,West,Industrial,10/19/2025,1396.15,85.8,64,Faulty,5.94
MTR0555,West,Residential,6/4/2025,3809.02,323.59,98,Active,7.91
MTR0556,West,Residential,7/27/2025,2276.21,208.38,31,Active,5.88
MTR0557,Central,Residential,10/8/2025,3894.72,43.21,163,Faulty,6.53
MTR0558,West,Commercial,1/1/2025,373.56,26.4,140,Active,3.05
MTR0559,North,Industrial,6/5/2025,2463.48,36.13,57,Faulty,7.84
MTR0560,East,Industrial,5/27/2025,216.39,12.85,127,Active,7.63
MTR0561,North,Commercial,4/18/2025,360.13,12.92,141,Active,3.27
MTR0562,North,Industrial,8/9/2025,4536.87,170.63,164,Faulty,5.58
MTR0563,West,Residential,10/24/2025,739.26,30.88,111,Faulty,9.85
MTR0564,East,Industrial,11/7/2025,2685.48,177.02,67,Faulty,5.95
MTR0565,East,Residential,12/2/2025,2084.92,83.53,39,Active,6.51
MTR0566,East,Commercial,6/14/2025,1769.35,134.37,143,Faulty,9.37
MTR0567,Central,Residential,8/27/2025,4504.18,209.03,131,Active,8.02
MTR0568,West,Industrial,8/15/2025,158.03,2.55,172,Faulty,7.07
MTR0569,East,Industrial,8/15/2025,3335.76,268.66,89,Faulty,8.58
MTR0570,Central,Industrial,12/12/2025,4818.8,172.12,27,Faulty,9.05
MTR0571,South,Commercial,4/20/2025,2822.83,138.17,95,Faulty,6.2
MTR0572,South,Commercial,9/19/2025,4687.27,336.03,30,Faulty,6.33
MTR0573,Central,Industrial,8/31/2025,308.68,12.32,2,Faulty,5.7
MTR0574,Central,Residential,3/28/2025,2123.03,32.04,135,Active,9.77
MTR0575,West,Commercial,12/4/2025,1337.78,58.4,23,Faulty,7.88
MTR0576,West,Industrial,2/13/2025,3667.56,348.42,14,Active,3.58
MTR0577,South,Industrial,5/26/2025,4907.42,332.51,170,Faulty,9.04
MTR0578,East,Commercial,9/21/2025,1319.82,92.96,158,Faulty,6.36
MTR0579,South,Commercial,12/6/2025,3288.16,220,44,Faulty,3.48
MTR0580,East,Commercial,11/21/2025,1030.58,28.76,7,Active,6.85
MTR0581,East,Residential,11/14/2025,2848.38,135.73,70,Active,5.92
MTR0582,West,Residential,6/21/2025,2346.47,182.05,107,Faulty,9.14
MTR0583,North,Industrial,2/17/2025,4861.43,92.97,114,Active,4.43
MTR0584,North,Commercial,5/1/2025,3062.21,107.2,102,Faulty,8.79
MTR0585,Central,Residential,12/11/2025,1780.06,62.07,124,Faulty,6.9
MTR0586,West,Commercial,6/8/2025,614.77,30.05,56,Active,3.38
MTR0587,East,Industrial,4/26/2025,798.67,78.46,29,Active,9.8
MTR0588,North,Residential,4/12/2025,1165.32,18.73,145,Active,6.59
MTR0589,East,Residential,3/17/2025,1292.28,73.25,113,Active,5.04
MTR0590,North,Residential,1/13/2025,4260.55,111.38,116,Faulty,6.29
MTR0591,North,Industrial,1/24/2025,2828.05,275.34,166,Active,9.01
MTR0592,North,Commercial,5/6/2025,2640.79,53.34,59,Active,5.13
MTR0593,West,Residential,9/1/2025,618.11,28.63,97,Faulty,4.35
MTR0594,South,Industrial,11/9/2025,4307.69,329.15,170,Active,3.9
MTR0595,East,Commercial,2/7/2025,3627.93,266.33,125,Active,5.09
MTR0596,West,Industrial,8/22/2025,384.96,18.5,172,Active,8.46
MTR0597,West,Commercial,8/1/2025,3553.78,146.37,150,Active,6.3
MTR0598,West,Industrial,11/19/2025,2740.51,125.47,93,Faulty,4.59
MTR0599,West,Commercial,10/22/2025,454.54,15.36,133,Faulty,4.16
MTR0600,West,Residential,4/10/2025,2318.59,66.03,121,Active,5.33
MTR0601,Central,Commercial,12/23/2025,2449.25,130.97,107,Active,9.58
MTR0602,East,Industrial,7/16/2025,870.58,29.75,3,Faulty,5.4
MTR0603,West,Industrial,9/11/2025,4731.21,169.72,92,Active,9.92
MTR0604,East,Commercial,7/24/2025,4257.38,294.22,150,Active,6.4
MTR0605,Central,Residential,5/5/2025,3361.66,326.65,5,Active,4.25
MTR0606,Central,Residential,3/17/2025,2338.36,150.42,31,Active,9.24
MTR0607,East,Commercial,12/2/2025,2088.24,35.35,105,Active,6.22
MTR0608,North,Commercial,12/19/2025,3272.32,54.98,145,Active,7.97
MTR0609,South,Industrial,1/3/2025,2749.89,262.97,14,Active,9.89
MTR0610,North,Residential,2/24/2025,358.25,13.17,167,Active,3.35
MTR0611,North,Commercial,8/6/2025,2586.89,47.3,121,Active,3.68
MTR0612,North,Residential,4/23/2025,4041.7,258.32,95,Faulty,8.04
MTR0613,West,Commercial,4/1/2025,2323.24,153.63,5,Faulty,4.97
MTR0614,Central,Commercial,12/23/2025,307.19,21,111,Faulty,4.29
MTR0615,North,Residential,9/23/2025,3942.08,134.29,119,Active,3.28
MTR0616,Central,Commercial,8/26/2025,1046.75,11.89,122,Active,3.15
MTR0617,East,Commercial,1/26/2025,1330.17,128.83,66,Faulty,8.42
MTR0618,South,Industrial,10/13/2025,865.3,28.19,105,Active,3.94
MTR0619,East,Commercial,5/8/2025,1684.56,119.34,138,Faulty,6.27
MTR0620,East,Commercial,3/4/2025,3795.92,279.37,42,Active,7.24
MTR0621,West,Commercial,8/22/2025,2620.96,170.1,144,Faulty,6
MTR0622,South,Industrial,3/10/2025,1064.16,40.61,95,Faulty,3.19
MTR0623,East,Residential,8/26/2025,4395.26,151.19,131,Faulty,8.48
MTR0624,East,Industrial,12/8/2025,4403.93,280.93,80,Active,3.07
MTR0625,South,Industrial,9/29/2025,4359.36,383.4,40,Faulty,8.33
MTR0626,South,Residential,10/14/2025,1232.04,117.3,132,Active,9.25
MTR0627,East,Industrial,11/1/2025,2283.63,44.6,159,Active,6.03
MTR0628,South,Residential,6/12/2025,4925.7,117.89,34,Active,6.75
MTR0629,East,Industrial,8/15/2025,3871.46,367.89,21,Active,6.34
MTR0630,East,Residential,11/10/2025,184.48,14.07,149,Active,5.72
MTR0631,West,Commercial,9/16/2025,372.76,33.35,111,Active,9.21
MTR0632,North,Industrial,8/7/2025,2346.46,66.26,10,Active,9.26
MTR0633,East,Industrial,10/8/2025,4550.64,286.16,2,Faulty,5.35
MTR0634,Central,Industrial,8/17/2025,2716.57,198.59,136,Faulty,7.31
MTR0635,North,Industrial,3/23/2025,2514.17,179.03,59,Faulty,9.49
MTR0636,North,Commercial,9/1/2025,572.09,26.74,75,Active,9.73
MTR0637,North,Industrial,8/19/2025,3301.06,37.58,86,Active,6.56
MTR0638,West,Commercial,5/13/2025,4119.41,257.31,13,Active,6.17
MTR0639,East,Commercial,5/7/2025,1933.08,63.36,17,Active,4.95
MTR0640,West,Commercial,11/23/2025,3889.28,196.5,112,Faulty,9.71
MTR0641,East,Commercial,5/22/2025,4824.16,464,72,Active,4
MTR0642,West,Residential,9/24/2025,1058.64,48.61,22,Faulty,7.06
MTR0643,West,Residential,9/6/2025,2640.48,225.98,82,Active,4.98
MTR0644,Central,Industrial,11/17/2025,1471.33,39.68,124,Faulty,4.95
MTR0645,West,Residential,5/3/2025,3974.63,280.3,174,Active,5.83
MTR0646,South,Residential,5/21/2025,2909.09,284.89,68,Faulty,9.99
MTR0647,Central,Industrial,8/14/2025,3191.18,61.18,46,Active,3.38
MTR0648,West,Industrial,2/9/2025,3999.68,42.99,115,Faulty,7.05
MTR0649,North,Industrial,5/27/2025,2010.05,98.54,29,Active,3.58
MTR0650,South,Residential,5/1/2025,4579.7,83.97,24,Faulty,4.08
MTR0651,South,Residential,5/20/2025,2688.49,207.97,155,Faulty,6.08
MTR0652,South,Industrial,6/21/2025,831.88,76.79,111,Active,6.57
MTR0653,Central,Commercial,6/13/2025,3494.7,171.46,24,Faulty,4.81
MTR0654,West,Industrial,10/4/2025,3976.64,132.36,73,Active,5.22
MTR0655,West,Commercial,2/11/2025,1617.97,79.44,57,Active,3.61
MTR0656,North,Commercial,3/12/2025,4293.04,322.45,93,Active,5.12
MTR0657,North,Industrial,3/19/2025,4535.41,49.05,118,Faulty,9.77
MTR0658,South,Industrial,4/29/2025,1420.68,89.58,126,Faulty,9.61
MTR0659,North,Industrial,7/16/2025,4918.43,320.66,168,Active,5.34
MTR0660,Central,Residential,12/22/2025,746.52,50.31,24,Active,7
MTR0661,West,Commercial,3/20/2025,1049.98,33.37,77,Faulty,9.37
MTR0662,South,Residential,12/28/2025,961.91,71.44,98,Faulty,3.04
MTR0663,North,Residential,4/20/2025,4475.25,81.56,115,Faulty,8.67
MTR0664,Central,Industrial,2/2/2025,3288.75,91.87,47,Active,9.64
MTR0665,Central,Residential,8/1/2025,802.92,71.44,9,Active,3.64
MTR0666,North,Industrial,7/28/2025,2229.6,170.53,98,Active,4.13
MTR0667,West,Commercial,6/19/2025,3095.73,34.79,10,Active,9.73
MTR0668,North,Industrial,10/5/2025,463.15,14.98,84,Active,6.76
MTR0669,South,Residential,8/27/2025,4417.96,129.43,148,Faulty,3.1
MTR0670,North,Residential,8/1/2025,4027.84,138.45,172,Active,4.8
MTR0671,Central,Industrial,2/1/2025,2550.77,82.34,134,Faulty,6.15
MTR0672,North,Industrial,4/16/2025,4837.28,75.59,125,Faulty,7.85
MTR0673,West,Residential,8/4/2025,2117.92,108.66,63,Active,8.13
MTR0674,East,Commercial,7/19/2025,4921.35,373.76,1,Faulty,9.97
MTR0675,North,Commercial,10/27/2025,3356.2,216.83,75,Active,5.01
MTR0676,West,Industrial,12/23/2025,3191.62,225.2,120,Faulty,6.77
MTR0677,West,Commercial,1/11/2025,871.48,15.08,41,Active,6.73
MTR0678,Central,Residential,10/22/2025,4415.54,422.28,53,Active,5.84
MTR0679,West,Industrial,7/14/2025,2166.07,185.12,74,Faulty,4.18
MTR0680,West,Residential,9/2/2025,853.06,70.34,15,Active,9.84
MTR0681,West,Residential,1/4/2025,112.41,9.45,17,Faulty,8.97
MTR0682,West,Commercial,6/30/2025,2820.79,265,89,Active,6.49
MTR0683,South,Industrial,6/2/2025,2660.63,156.93,143,Active,7.22
MTR0684,South,Industrial,7/19/2025,3610.8,101.19,5,Active,4.59
MTR0685,Central,Commercial,8/3/2025,4456.78,291.97,107,Faulty,6.81
MTR0686,North,Residential,10/3/2025,443.06,34.05,174,Faulty,7.86
MTR0687,West,Residential,10/7/2025,3670.91,280.5,47,Active,6.61
MTR0688,North,Residential,11/5/2025,977.69,55.66,41,Faulty,9.93
MTR0689,North,Residential,4/23/2025,4297.98,69.46,75,Active,7.28
MTR0690,Central,Industrial,9/7/2025,4104.36,178.13,76,Faulty,5.6
MTR0691,West,Industrial,4/23/2025,2726.93,253.25,131,Faulty,8.41
MTR0692,West,Commercial,5/20/2025,3565.7,223.21,129,Active,4.19
MTR0693,East,Commercial,8/12/2025,1606.03,93.87,58,Active,5.69
MTR0694,North,Industrial,9/6/2025,2382.28,81.47,154,Active,5.43
MTR0695,North,Industrial,1/15/2025,4117.1,177.7,26,Active,6.02
MTR0696,South,Residential,7/19/2025,2323.36,210.45,78,Active,8.47
MTR0697,East,Residential,6/22/2025,1821.1,127.44,71,Faulty,6.39
MTR0698,South,Commercial,12/9/2025,2496.35,201.87,6,Faulty,8.56
MTR0699,South,Industrial,12/14/2025,4149.83,211.19,110,Active,7.04
MTR0700,South,Commercial,7/27/2025,1709.28,114.05,118,Active,5.39
MTR0701,Central,Industrial,3/26/2025,910.12,29.45,173,Active,8.67
MTR0702,Central,Residential,8/28/2025,3574.47,262.69,62,Faulty,4.67
MTR0703,South,Commercial,3/7/2025,4138.59,200.66,123,Active,4.57
MTR0704,East,Commercial,11/15/2025,548.16,27.31,11,Active,6.53
MTR0705,North,Industrial,10/1/2025,1237.38,84.69,140,Faulty,4.83
MTR0706,East,Residential,1/14/2025,752.76,70.96,42,Faulty,3.06
MTR0707,West,Commercial,7/21/2025,1772.31,27.93,16,Faulty,7.54
MTR0708,Central,Residential,10/31/2025,2279.24,191.97,62,Faulty,6.58
MTR0709,North,Commercial,10/16/2025,3756.69,136.42,119,Active,6.12
MTR0710,North,Residential,12/6/2025,3273.18,163.5,35,Faulty,9.77
MTR0711,West,Industrial,1/14/2025,3123.6,37.4,7,Faulty,7
MTR0712,West,Commercial,2/12/2025,1794.26,66.56,68,Active,9.04
MTR0713,South,Commercial,11/26/2025,4215.17,232.83,89,Active,3.98
MTR0714,Central,Residential,8/8/2025,2382.87,35.88,35,Active,6.98
MTR0715,Central,Residential,3/11/2025,4896.57,265.39,27,Faulty,9.08
MTR0716,East,Commercial,8/25/2025,3189,297.98,117,Active,7.08
MTR0717,South,Industrial,4/4/2025,675.01,13.15,92,Faulty,8.03
MTR0718,South,Residential,1/26/2025,3397.08,267.69,174,Faulty,5.6
MTR0719,South,Residential,5/14/2025,1659.26,77.77,75,Faulty,3.65
MTR0720,South,Residential,7/14/2025,3447.32,237.75,100,Active,6.21
MTR0721,Central,Commercial,6/17/2025,394.72,13.19,157,Faulty,5.76
